idplace,document,review_count,doc_length
1516340,strudel pastry korcarz kosher très rosiers pavot service bakery food bagel pâtisseries marais baklava patisserie una cake jewish sandwich paris dolci coffee pâtisserie place rue per pasticceria good che breakfast one delicious bon thé fromage gâteau schneck cafe cheesecake panini croissant cest friendly day excellent bread poppyseed lunch staff non restaurant vraiment back salmon great der café jai peu und chocolat gateau doces accueil vitrine eat toujours plus table many baklawa pain die con comme part ebraici caffè endroit falafel bonnes personnel nella goût panetteria prix più stop bäckerei also really bien went sweet abbiamo chocolate time sans find almond,184,100
1524183,restaurant gaspard food wine service good owner cuisine menu paris place french très gras table bastille foie night meal myriam dinner plat confit nuit small great carte duck bien vins reservation friendly per bistro excellent con english atmosphere one dish sauce well cooked bon patronne dessert una molto che tout would marais accueil delicious lovely wonderful really time course nice staff chaleureux non evening canard like produits starter bistrot euro bonne feel list lamb vin make back peu steak recommended quality year traditional plus special experience also warm local sans muy ambiance best cest escargot die amazing fish ristorante chef,441,100
1524417,restaurant caveau très food service menu good plat fourchette louis duck paris dessert lamb french table meal wine frog per sauce bon place con great gras bien molto lisle friendly price cuisine steak foie night course dinner réservation leg nice non prix soup escargot réduction onion confit excellent delicious starter tout sans cadre plus saint una qualité chop salmon main accueil isle lovely carte locale staff small bonne one brochette time cest atmosphere well repas ile back agréable salad canard fait chocolate cooked che cuisse skewer fork reservation scallop ristorante creme reasonable potato sconto two evening réservé tagliatelle abbiamo euro,511,100
1526800,fountain stravinsky pompidou fontana фонтан sculpture tinguely fontaine phalle centre niki помпиду стравинского igor water фонтана una saint fuente questa centro che sculture jean fonte place esculturas del art opere compositore рядом whimsical центром paris george automates movimento piazza merri фигуры winter modern центр work area con центра воды это очень colorful saintmerri church next composer stravinski trova что bassin сенмерри как center non shallow artista cette around jet beaubourg russo deau lado mechanical see sit движущиеся фонтане под colourful sono стиле еще arte cafe molto esta тэнгли getti fun compositor был dali colorate black square visit watch acqua representing,218,100
1540153,livres très café plat bien livre tout agréable service cadre bon brunch restaurant sympa jacques cest cuisine qualité sans bonne table peu bibliothèques prix salade bibliothèque terrasse plus cosy jai verre personnel accueil fait tartare endroit deux amis vraiment paris fauteuil entre serveur dessert sympathique place ambiance cafe toujours jour être donc food déjeuner peut serveuse nest produits fois serveurs murs lieu tour petit déco chaleureux rue tres comme carte una calme prendre délicieux nutella laccueil tous rapport bons assez cette plutôt détagères rapide quand lendroit tiramisu menu frais burger temp simple repas saint maison moment rivoli cela staff alors,262,100
1545216,dame crepe quasimodo food good service per una place waiter restaurant croque lunch non cathedral nutella baguette sandwich veloce para molto che staff muy los crêpes paris con price omelette sono euro locale ordered servizio coffee nice great prezzi friendly notredame table cattedrale por alla cafe comida french não très personale monsieur order stopped tourist quick bien com café visiting atendimento del buena brasserie catedral abbiamo buono came delicious questo area drink uma would passi muito salad pranzo little eat qualità location siamo fry one come ma gentile posto cheese fast busy close really quiche didnt madame visit era day,455,100
1552146,tapa brigitte très sangria bodega bon plat restaurant bonne service basque bien tout prix espagnole espagnol serveuse accueil ambiance peu bons chaleureux cuisine cest fait sympa agréable petit paella plus qualité vraiment merci sans vin spanish quartier serveurs espagne amis menu table espagnols croquetas aussi laccueil top sympathique comme entre jai paris carte délicieux endroit rapport jour chipirons moment copieux super déjeuner manger lambiance soirée patronne recommande terrasse marais good excellent fois toujours lieu conviviale bar café choix con vins midi dessert patatas moules bonnes bravas paëlla food adresse soir rapide surtout couteaux place resto trop chaleureuse assez repas plutôt,360,100
1596020,service très food bouquet paul good bistro plat bistrot breakfast paris marais great menu lunch meal place brasserie bonne bon steak french friendly restaurant tartare delicious staff salad con maison bien frites tout dinner cuisine quartier dessert agréable waiter plus accueil english prix price carte petit excellent nice burger abbiamo sauce croque non time sympathique coffee che chaleureux one per euro locale déjeuner fait ate ordered sympa day rue siamo bertillon viande beef table cheese soup jour adresse jai cream qualité eat cest ottimo terrasse sans cafe ice antoine plate atmosphere little peu petite dargentine croissant come cibo special best,359,100
1600380,class cooking chef paris cuisine market croissant instructor eric fun great pastry home experience time took macaron justin learned baking make made macarons recipe teacher french would making take technique school kitchen recommend cook wonderful segolene food delicious course baguette meal learn one back trip well tip cheese lot highly lise group much really hour learning also skill everyone sauce way taught definitely tour day wine macaroon cyril good enjoyed friendly ingredient next husband another two amazing different get dough informative bread best hand instruction knowledgeable loved staff people diane easy highlight got could end friend helpful like daughter lunch,2804,100
1638400,crepe restaurant service crèpes food louis awful crêperie crêpes per around creperie pris siamo non etait ice cream good purée french place lunch dicendo una time bonne plat coq cuisine one area dough small wandering ile che soup trés bien asked baño queue angry très also serve jai wanted proprietario vin ondesil fidelizzati terroni クレープ ammazzato copieusessans umiliato inexpensivewith engañoso どれも美味しくいただきました wholemeal rivolge 昼の忙しい時間でしたが apiñado somehere qualcunoe occupiamo outmar ireneb boicottare サービスは全く悪くありませんでした gambill wifiの鍵を聞いても嫌がらず教えてもらえました straparlare probalement functionalatbest frenchonion チーズ盛り合わせとシードルを頼みました sbraita agitato dish found isle problem resto scenate discuterne chaleureuxla smushed molesten tiedasse patetico cest lîle micro vite customer rather readymade,36,100
1724980,thai plat très restaurant thaï service cuisine curry suan bon menu peu table food bien cest bonne dessert prix qualité plus sans cadre tout rapide saveurs carte végétal agréable crevettes good riz coco wonderbox thaïlande marais entrée trop michelin accueil mur paris thaïlandais dish repas salade cher salle vraiment vert comme place sauce poulet soir citronnelle excellent rapport assez midi sympa adresse non fois toujours tigre serveurs spicy nest personnel car jai fait souriant efficace nourriture être nice présentation belle donc euro rice serveur quartier petit client frais décoration dîner vite mangue dommage goût choix quand entre great smartbox déco,834,100
1725986,waiter crepe service dame brasserie food euro très panini place good lunch coffee ordered per paris restaurant dor soleil plat menu french non ice bien che croque café chapelle cream una nice con sandwich staff stopped prix bon drink table para friendly bill salad sainte serveur berthillon eat pizza price hot tout não great would soup beer cest cette omelette salade abbiamo location monsieur dessert fait serveurs one like day come fry bonne really due back cuisine muito ele order didnt steak asked customer time coke garçom cheese bem onion husband bad water could said siamo plus brought served tourist,387,100
1726453,très brasserie bernhardt sarah théâtre cadre plat carte châtelet parisienne bonne chatelet service qualité bien restaurant accueil belle paris adresse agréable bon efficace thibaut sidder repas prix der place cuisine théâtres bons nouveau endroit plate personnel chef super franck teatro exceptionnellement recommande rapide pasta excellent magnifique food jour bad fait dessert produits die attentif maden restauration rapport rétro nouvelle refait dîner sympathique gleich vient spéciale suggestion charme salad décoration serveurs salade professionnel paiement denzentes egyptianstyle sarahberhardt spoilted dembellissemt defamation berhnardt dunklem còtes appetitlig shadeended sinviter angesteuert velizyvillacoublay rygende ribardiere bernhard arriviste straßenkreuzung serveur sans travaux fountain aimable sehr lebendigkeit ambianceaccueil,41,100
1755379,brasserie chapelle service food waiter good palais sainte très paris place dame restaurant justice table lunch french concert menu coffee great croque stopped soup meal staff nice salad location deux onion bien across one wine chappelle tourist comida friendly excellent would ordered che euro saint per plat street una para conciergerie dinner café prix price muito parisienne drink con back quick cafe eat dessert time well bon saintechapelle non agréable serveurs people came crepe cheese delicious muy like outside day com steak lovely face cité rapide terrasse really monsieur uma watching busy glass visiting atendimento quiche serveur tout qualité chicken,969,100
1787161,crepe menu restaurant louis food good service con una med che euro risotto ile dessert place cafe lunch molto table meal menù per dame price paris non small très prix friendly course saint locale muy great waitress salad delicious para soup plat abbiamo questo comida crêpes little dinner por reasonable one restaurante nice piccolo mesa curry sono street vegetable excellent come piatti café time prezzo com bien pasta french plato cream del confit petit wine value anche duck menú enjoyed siamo cuisine qualité menús staff main dish local pequeño chocolate atmosphere los principal well bon ate simple apple tart ristorante,602,100
1790137,pavillon paris expo exposition larsenal projets gratuit lurbanisme morland sully development lexposition cest floor exhibition maquettes lexpo haussmann très exhibit permanente urbanisme und urban temporaire temporaires een architecture temporary plus free video réinventer larchitecture chaussée peu rez didactique display architektur der bâtiment matériaux map grand bien großraum stadtplanung lagerhaus erlebenswerte écrans siècles history verbirgt passionnante dokumentation lhistoire belle von gegenwart zukunft lien city anschaulich lumineux gratuite caption riche century cette ausstellungen hôtels consacre museum text photo screen retraçant ville see vergangenheit intéressante ligne jahrhundert ground interactive material sich architectes métro public textes accessible boundary thématique area tout lévolution large illustration,49,100
1800036,touiller main angus tartare frites getränke est il trop assiette aussi przyjaciółmi lisser propulsait neglige anvant lipide piw appliquait aplanir restaurant szybka tapotait przestrzeni bon semblait préparation copine cappuccino okazję każdą camarones grs bien carte wybór couteuse circulaire kolację service die favorite pizza latérale fajne obiad śniadanie quelques mulleellum spotkanie poziomie zewnątrz camarade stacji duży brexit allenfalls accuse table stoliki didée saladier chiffon metra blisko consos yorkais nues préposé grand detox unattentive nombre perpendiculaire dużo peu brasserie accompagné tache lauwarm oubliais fehler boire haben cocktail również imagine largeur mélangés orangina complètes terrasse promène trouvaient une serveurs tatsächlich heure infusion zahlen,16,100
1803473,dragées chocolaterie girard chocolats très marzipan bhv glaces chocolat marrons boites prix aussi glacés chocolatier kilo bien boutique généreusement 南仏のどこどこ特産だとか façonnent chardons tartignole あまりよくわからないフランスのお菓子を丁寧に教えてもらいました lepide commercialisent フルーツと砂糖がはいっているとか sorbet patriarche cest bon hiver adresse acheter indépendantes bons baptême lassée quartie saison labo visite jévite denrée échantillons réconcilier accueil jen compliquées bleak silky lenvers goutés visiter goûter cette renseignement complètent belges délirants organisées euxmêmes notons fabrique appréciées vendeuses packaging réguliers moral vendus chocolate séduire pâques chaînes branchée excellent face fabrication ravissement liqueur loss délices également maison plusieurs saura produits tried entreprise amélioré ive choix laccueil moins client vendeuse honnêtes dun regorge crus,13,100
1815848,crepe crêpes una creperie per con louis locale crêperie galettes che crêpe muy sweet good dame service ile molto sarrasin cider place salate menu savory très dolci sono sidro abbiamo piccolo food cidre friendly para non prezzi paris nutella siamo dolce price parigi restaurant los savoury euro ottime small galette froment saint anche por buone lunch questo meal staff scelta delicious great gallette prix salata sia salad one pranzo bien nice cheese la little ham delle île posto cream consigliato coffee accogliente rapide beurre zona consiglio plus chocolate well mangiare del due table buonissime omelette ottimo comer und try accueil,323,100
1832198,burger pastrami très sandwich hamburger schwartzs deli service restaurant frites schwartz bon copieux cest plat table tout bien qualité plus cheesecake peu paris viande sympa dessert serveurs bonne place vraiment trop prix fry bons jai good super délicieux food aussi énormes portion manger accueil personnel fait rapide faut toujours sans fois con marais dattente salade car monde top ambiance yankee adresse agréable non comme excellent york una donc che carte beaucoup cheese recommande coleslaw repas new chez reuben faire efficace avoir queue steak vaut meat petit per hamburguesas déco molto assiettes minute seul carne staff pris assez sympathique quantité rien,1332,100
1840021,dome dôme restaurant service très plat cadre food marais table brunch cuisine bien menu good dessert bon peu tout cest qualité prix plus sans magnifique verrière carte salle lieu agréable wine paris place room excellent endroit bonne sou trop meal non être nice vraiment jardin beau repas waiter staff euro pizza fois accueil main dhiver would dish personnel dîner rapport nest beautiful dining dommage tartare donc one car fait atmosphere course una décor ambiance serveurs domed dinner great fish vin quite assez well setting bref che night lassiette friend bons lentrée really serveur rien die choix time deux chicken quartier,911,100
1847871,bridge tournelle pont мост saint ponte dame ile моста louis puente турнель statue genevieve arch seine святой sena rive catedral view quai bank landowski женевьевы сены isla paris покровительницы geneviève его river río статуя genoveva cathedral vista por gauche patrona santa notredame pylon built del левом para stone mt сенлуи connects uma island мосту планше пилона one left estatua был lile parís coté patron con marie saintlouis span что uno este paul парижа remplacé берегу cité esquerda chevet rio relie париж margem как orilla склонности наводнением плюющего женевьева pylône гуидетти ландовски рассудительности desde tiene como город возведен скульптурная занятие созерцанию,77,100
1856762,plat restaurant menu très service equinox food marais waiter dessert serveur table non prix bien che euro carte qualité good per con plus bon una agréable paris cuisine tout entrée meal sympa sans del place abbiamo fait camembert rapport cest course bonne sono minute long piatti repas duck petit maison main soir salle por molto rue resto wine fois would menù one peu time patron client lequinox era ristorante cameriere entre vraiment dinner restaurante rosiers qualità soirée excellent après tartare great serveurs atmosphere trop french locale comida cadre quartier frites muy siamo cabaret nel dîner bouteille super rien nice looked,455,100
1863209,gelato amorino ice cream cone flavor sorvete flower sabores berthillon flavour flor paris chocolate glaces glace sorvetes helados one place icecream petal delicious shop good parfums like ile hazelnut uma line choose sorbet casquinha scoop muito con louis gelateria pistache vanilla many chain 젤라또 para forma tem shape una get waffel são rose pistachio com try glacier make che formato shaped melhores rede best deliciosos berthillion visit cornet mango waffle sabor vale want não non helado every worth рожок taste great sorveteria much parfum italiano por beautiful saintlouis nice parigi melhor several amorinos gelati do italy always 아이스크림 como amarena,265,100
1869695,coffee café cafeotheque cafe place bean cafés paris caféothèque cappuccino espresso good très latte service great baristas plus one atmosphere endroit best flat cest nice lieu barista bon expresso cake bien кофе peu los καφέ white excellent cup choix back like shop jai table aroma croissant find even time order staff moulu sans room love euro wifi kaffee roasted different minute chocolate drink jour delicious 커피를 really και friendly quality would also cosy marais ambiente blend little price ambiance kahve una try around amateur counter prix por ordered smell lugar sympa get acheter laptop tout seine art être peut καφές,368,100
1872851,pièce théâtre comédiens spectacle très acteurs salle dossier gare voir café bien bancs moment lieu assis beaucoup bon place scène mythique plus coussins cette coluche tout faites jaime comédie endroit soirée genoux fait passé théatre peu poutres billet début sans rire mal public do sympa entre prix grand secours rires benoist peut théâtres pièces passer cour caféthéâtre proximité humour confort hilarant super drôle cest avoir comme surtout jambes ensuite amis olivier jouée voisin petit paris maillot theatre fin arriver lon heure desesperate plaisir lartiste quand rit cet inconfortable confortables lascar être derrière décembre voit fois temple emblématique petite tous rue,98,100
1877728,vosges très place plat service brasserie restaurant bon prix food dessert bonne qualité fouet non bien cuisine maison steak salade piatti tout good accueil paris friendly euro agréable preau rue dinner lunch abbiamo meal carte menu table cafe una rapport quartier bistro staff wine excellent sympa deux molto comme per che salad simple sauce cette con great fait cocktail would pied produits sympathique belle due bit fresh sans hasard plus buono drink came déjeuner frites terrasse recommande marais copieux siamo cadre viande pleasant ambiance muy little local cebola eat tasty frais personnel comida coffee cheese und adresse croque looked qualitéprix,191,100
1881241,courtyard chocolate cathy quiche hot maison restaurant paul village place très meal chocolat marais und salad dessert saintpaul cup owner cest fait delicious cour time good saison tout little sehr served plat food menu open paris small kleinen endroit innenhof bien quiet service simple petite calme cook fondant zufall war entdeckt jug sans charming pitcher cuisine contains shop pleasant review round great table cake made bistro look party middle petit cocoathe melonensaft herzigen antiquearty hmlecker imited bilderbuchman lieblingsgetränk pastriespies entspanndend bit one wednesday lovely pity find gem maybe qre roibos kaliber verhält restauranttea diesem area tasty people frais searching délicieux,36,100
1905867,crepe crêpes cider galettes crêperie cidrerie galette très marais crêpe cidre con una service good creperie sidro che place molto per restaurant sweet locale bien savory bon buckwheat anche non bonnes dolci dessert prix del paris food menu calvados salate piccolo delicious lunch friendly muy great agréable table bonne plus gallettes gallette quella abbiamo due paul small ottime cidro ingredienti und siamo tout serveuse para por sucrées ingredient cream waitress petit petite peu breton also come sympathique staff prezzi nice cheese composer bretagne try cidra dolce accueil cozy delle parigi copieuses sono sidra euro cette wir scelta ice questo rapide,339,100
1929987,bistrot marguerite pizza très service ville restaurant bien good food bon dame paris plat place crepe staff lunch table brasserie nice lhôtel bonne peu accueil menu serveur plus great hotel bistro friendly seine een face cadre waiter prix sympa salade agréable qualité drink personnel excellent salad cuisine meal para delicious café tartare tout location burger carte situé coffee french view dessert one serveurs super rapport near бистро non frites cest ordered time soup bar rapide sandwich notredame restaurante would soirée sans dinner bons around uma hall cette con com served back endroit wine bourguignon outside gourmand кафе across pasta onion,266,100
1938733,margot très service plat restaurant terrasse chez bon food bonne cuisine dessert bien good agréable brunch bastille frites tout qualité prix carte cest menu serveur french accueil plus vraiment brasserie sympa sauce profiterole maison bistrot table place peu amis quartier friendly paris viande fait républicaine petit staff adresse sans excellent rapide bons chip fish bistro perdu ambiance henri rapport pain great meal boulevard sympathique jai wine efficace simple café dinner salade garde toujours entre chaleureux juste risotto boeuf parisien steak nice recommande burger trop personnel patron super choix dimanche waiter delicious repas midi chicken déjeuner soir quand rien purée comme,319,100
1946135,nectarine vosges brunch place chocolate mamon restaurant jus café hot livingsocial gourmand arnaque omelette location meal pressé delicious lunch dorange great industriel een non lemonade plus puis light cest tarte soup spoon chemin paris best dune voges terrasse salad waiter con another chef hugo accettabilesiamo nectarin exité risiedo novizi recongelé welcomingpoele sgustó gogoscest galettescrepes seatingit damped industrielfromage gaslamp gem dont regalerez geboden guiltfree searcher wandelingen breakfastit inquietez jugos accueili empruntée fait van plaza quiche thick dolciumi omheen cafe dit fry bad patisserie dontt stopped dessert service menu avacado rallongée pleinen made jambon muy rassie halfbottle parenthèses placed slice regarder wine,30,100
1956523,italienne très italien épicerie produits gusto pizza plat charcuterie gluten traiteur sans restaurant bon pâtes place italian ravioli tiramisu bien lasagne petit peu tout een qualité dessert food prix italiens cest cuisine ditalie plus toujours lépicerie mozzarella italie propriétaires accueil vins emporter pasta excellent antipasti chez lasagna petite jai service manger lunch deux serveuse aussi paris vraiment bonne aroncinos aroncino kruidenierswinkel choix caron quelques propose magasinrestaurant calzonne litalie déjeuner goût salle agréable cétait elles amaretti restauranttraiteur menu chaleureux plein laccueil búfala vin burrata fait small devenu propriétaire trop mit vosges marais lieu antipastis midi repas fois tous rue grocery came,88,100
1959837,très service couscous plat chouchou restaurant jazz menu pompidou prix good bon tajine con food bien una qualité tout tajines brasserie live plus paris music place non steak che centre muy serveurs cest dessert sympa sans bonne del canard meal accueil euro rapport rapide sauce agréable per great sympathique staff cuisine carte formule personnel repas salade cocktail comida happy table correct musica soup vraiment plato und nice para hour peu tagine viande friendly menù salad frites piatti petit terrasse serveur molto tartare onion locale serveuse halle waiter musique dal price choix prezzo vivo los thé menthe fait bons fois menú,500,100
1961742,meo café gestionnaire plus rares calme der die iphone günstig lieu alenxandre disparaîtrait gegründeten rapidementplease surfen méo filliale feinkostladen démotivé querstrasse entstanden porteur vergleichsweise kostenlosen plaisaient kette sirops client endroit schnellen salvador qualité touristisch devise humeurs régularité affronter zwischendurch malheureusement justification wlan consacré quotidienne intéressé für échoppe ouvrant ose gehört coffee reste réputé traité dank weiter voges glacial noisette accueil oasis nähe paraît devoir entièrement sans schnell disponibilité lage déranger vente liegt bon preise antoine fermé hélas oder existe touriste emporter dégustation einer afin endroits au bastille einem place cafés einen great sind quelque internet ideal pourquoi von tard mois,5,100
1965572,très brasserie bon service bonne qualité serveur plat prix bien accueil renard groupon dominique repas rapport sans restaurant sympa sympathique good salade plus poisson cuisine tout quartier frites che food meal efficace dessert soirée rapide recommande café fourchette jour excellent copieux carte prétention resto petit pascal fille del surprise professionnel petite una menu bar non belle poulet fish parisienne paris viande cameriere comida correct waiter crêpe con serveurs copieuse tabac assez drink réduction muy est tres bistrot bref cela via croque para situé per simple french manger dîner maison merci chaleureux une chip buena qualitéprix ambiance nice sauce vin cette,118,100
1985436,truffade omelette larsenal place service vosges aligot plat auvergnates food arsenal bien brasserie bonne restaurant bon bistrot prix paris très bistro cuisine regional good soup waiter lunch salers table quartier aveyronnais bread patron menu qualité laligot salad non molto restaurante dessert accueil cest ambiance comme french coffee saucisse per come spécialités cantal simple una ordered staff came con tres euro plus peu parigi personnel marais potato jour sympathique croque maison bastille auvergnat efficace local pan muy aveyron omelet breakfast wine viande buona tatar fromage uma atendimento sono café fait jambon cafe happy tout rue auvergne onion little serveurs bem price,133,100
1997492,charlotte class richard cooking market home paris food kitchen cook meal ingredient experience recipe cheese great chef day wonderful fun french wine learned delicious chocolate course cler friend made prefer tour informative met eye duck lunch would time enjoyed dish way morning shopping learning technique like richards menu one prepared parisian picked fabulous make cordon life lovely group prepare highly rennes learn preparing thing puckette cookn good townhouse began vendor also well fig recommend took easy rue went american got new nahem much tart take trained trip back started sauce butter fresh breast daughter perfect want visit relaxed local professional,75,100
2005563,mickys kosher burger deli pastrami hamburger food restaurant fry bagel service sandwich très good frites dog prix rosiers viande steak plus marais lox plat con euro chicken meat micky qualité place coleslaw price salad great french fried che jewish pickle table hot salade bad rue menu portion cole tasty wasnt una goût hamburguesas egg mayonnaise copieux fritto sans eat salt trop fois gras staff meal peu style cher paris dinner belonging like option ressens sauce asked american cest wine large small top eating salmon sympa anche yorkers bien fast slaw came friendly piatti com would served sono poulet kabob vraiment,87,100
2010332,lutetia louis service good food très waiter restaurant brasserie seine ile terrasse paris meal place saint wine vue plat bonne location great ordered bien french friendly soup menu onion dinner qualité table steak staff berthillon bon salad ice fabrice cream mussel outside lîle drink chicken serveurs lunch view well one people nice calme price agréable duck fry plus corner cette cest café coffee client cuisine attentive back prix dessert lieu delicious bread frites lovely bridge night dame euro spot tout glass excellent really time sans quality cafe watching maison watch evening roast mojito toilette sit saintlouis accueil served sauce breakfast,221,100
2010575,colliot plat restaurant très chef claude menu cuisine carte dessert tout service légumes produits sans bon qualité cest saveurs peu bien plus prix blanche agréable potager table vin food vins trop marais entrée euro plaisir dish simple belle veau comme cadre cuisson ri frais accueil plate fait dune paris betterave repas cuissons adresse excellent bonne choix goût course poisson terre inventive good wine saveur cela meal chocolat faire vraiment deux toujours entrées dun omelette non bref assiettes fois beaucoup rien sorbet cette lassiette aussi main jai purée chaleureux décoration tomates chez place moment tous rapport cooked peut salle jardin petit,283,100
2010582,plateau huîtres ostriche mer oyster restaurant très fruit huitre seafood mers service poissonnerie pesce pescheria livraison fish produits frais poissons bon volonté euro non che plus tout place per sans prix qualité plat molto table una cest fraîcheur fresh poisson con livreur ristorante bien marais carte langoustine peu paris anche fait mare sole good comptoir volontà frutti jai agréable wine dei homard dhuîtres crustacés formule food bonne sono tartare und excellent locale austern sympathique turenne platter commande dhuitres gillardeau choix super coquille crostacei cadre accueil qualità bons crevettes soirée muscadet chablis meal vin dune bonnes parigi serveuse servizio fois sympa,289,100
2011470,très waiter service bonne qualité brasserie water plat place salad maison équipe niçoise asked escurial bon bill lescurial dessert recommande nice confront restaurant wine patron vosges ordered cozze bien accueil viande produits good tout anchovy french husband size sat sympathique olive agréable merci prepared glass lovely food cette shrugged menu top moment fermés said super friendly outside table lasagne personnel cipolle bavette away bottled sympa red average euro reviendrons petit modéréeet absentminded déjeuneracceuil sympatiqueplat reluctuntly sinpatique grumbled efficience trancendental chardonnaytiramisu savoureuseaddition repastrés irritabile yeux zuppa serveur parisienne soirée abbiamo would bean paris queridinho enfantes bretelles satisfais merciiii fleecing rice time,40,100
2035323,très service lardoise restaurant plat cuisine bien bon qualité tout plus quartier ambiance food paris prix bonne super personnel agréable marais sympa endroit menu toujours place muito ardoise carte bistrot cocktail comida amis good serveurs sans mojito excellent great samba burger cest frais produits café petit restaurante terrasse atendimento bar top brasileiros brasserie salade fait entre time accueil staff comme jai steak chaleureux recommande com fois tartare bart sympathique toute bons tous convivial plaisir meal maison uma não back waiter brandade vraiment merci chaleureuse tem rapport brésilien repas tabac euro manger brasileiro paul délicieux moment adresse friendly saint peu simple,386,100
2038001,plat très salade manquante vin marais serveur service plus bar cioccolata euro bistrot sans jour étoile restaurant cest tout chaï bonne calda bien café fait verre jai price fromage bon qualité létoile came chaud produits menu fruit food légumes etoile place imbuvable miel frais cocktail assiettes prix carte fromages snack cher che terrasse salad waiter drink denamur voir tranche donc quartier good temp sympathique charcuterie accueil tasty comme latte agréable cafe cheese sandwich salle time ive assiette caldo paris nétait arnaque bref xavier cappuccino del décoration toilette dun trop servis locale piquette tazza demande non saison flottante gagne quite tartare,66,100
2042295,restaurant food table lange lamb service reservation meal paris good waiter wine small duck place chef dessert great menu excellent delicious kitchen course dinner dish main one cooked starter gizzard would cuisine best très friendly plat price well tiny time night prawn french make euro con english salad advance atmosphere review trip really staff creme get booked cheese experience evening back value two book per tripadvisor people recommend next che cod nice seat und made perfect little amazing entree visit goat reasonable marais also advisor cucina close wonderful quality away guacamole die open christopher could definitely first thierry brulee last,2625,100
2042830,pont мост bridge conciergerie iii change менял cité seine chatelet puente napoleon insignia мосту châtelet ile cite был justice napoleón sena connects bank bouffon view ponte построен palais arch right river сите reconstruit napoléon этот нынешний при construit году monogramme paris название reign place astu justicia imperial por javert constructed rive con pons веке pile pierrot derecha времена все сены miserables île получил stone changeurs シャンジュ橋 letter río моста arcos время sus side намбер goldsmith relie crossing ème располагались napoleonica это lile michel saint lon французский процесс лавки было del наполеона как соседний palacio сооружения pilares украшен ponts nord pierre,104,100
2051752,restaurant foie gras claude cuisine plat patron food menu très table creme paris chef maison ponts proprietario dessert service prix brûlée louis tout con meal euro one fait owner auberge cest che brulee good petit simple una bon lauberge per french excellent accueil place deux night produits dinner ile crème non fois bien great locale dish show time qualité plus carte frais delicious restaurante wine und man brulée sans rapport petite salle course pastis parigi sono del tutto gamba authentique cucina price canard bonne entrée peu duck saint cook хозяин value waiter piatti muy main questo first die back wir,277,100
2058721,couscous atika restaurant pastilla tajine moroccan très cous tagine cuisine plat lamb place food marocaine chicken petit bastille small marocain service saveurs table accueil meal marocchino datika starter und delicious pâtisseries dessert bon excellent dish tout familial tajines familiale chaleureux salad good sans daughter main bonne lunch salle great menu tea mint spiced like morocco atmosphere vegetable marais cosy qualité plus con family also friendly maison mother maman cozy husband lemon der poulet euro chef adresse flavor cooked ordered orientales lentil owner paris best tagines cest ambiance meat enjoyed mère shredded one little fois waitress petite die dinner pastry fine,143,100
2076448,richard tour paris marais richards shop time great history eye area friend prefer day neighborhood would trip market took wonderful walking city food way shopping chocolate guide like fun nahem recommend see many first know highly best one also well place made husband highlight interest local experience knowledge knowledgeable germain much never year interesting showed take thing blog visit enjoyed next get two daughter restaurant around insider wanted district beautiful back architecture found hidden gave family new able spent pastry another really old story historical knew learned even courtyard feel street cafe life flea could store felt amazing good went,627,100
2084200,garçonnière plus wilder billy pata confirmée negra dévisagés rebiffe delarue korova dépensière rougi bacanasdoces seizième peccantes décommandait vezrsrsrs gargotier jeudi tombe qu troussé annulations môme antinomique chaudière envisagés stoïques soir désormais rappelle lendemain fracture damasco usualmente film baiser message invitait bistrotière très intervient brunette conviés rigoureux cela imbécile irrégulière cqfd confondus antipode moitié habitués bistrot citation trentenaires emblée défis jeanluc valet aussi épatant fréquentes surprendra laborieux berger padarias réservation humeurs maçã tandem quid fooding cette familiales évolue âgée jeune serveurs tablées sombra pointer restons font débuts chante quiconque mascarpone maîtres puis improbable longs école montée plat indiquant occupées cuisine salle,4,100
2087229,dame waiter food restaurant crepe service parvis steak good paris place très burger ordered friendly lunch french euro coffee great nice menu una rib cafe fry staff meal comida soup would prix café salad muy bien stopped con price cheese sandwich gravy location brasserie street one wine croque table tourist back muito per siamo outside bon people dessert tasty time serveurs croques beer english notredame onion ham verre non come drink plus cathedral chicken excellent came los очень der serveur little also eating close para dont plat right quiche sans buena cooked glass bill com preço well get abbiamo agréable,309,100
2091101,pub scottish malt beer shep bar whisky great paris pure atmosphere pint scotland owner good drink place music écossais friendly guinness wee selection always welcome regular sport tae visit home get scot staff whiskey like ipa time rugby sheps would brewdog back small welcoming scotch expat night people aberdeen patron bartender écossaise one nice local fantastic match marais bière banter prix excellent punk year fun game love price ahint boozer run till best owned irascible aberdonian area guy well cocktail youre stop und watch even city made also ist away happy definitely walk went look recommend colin correspondaient feel customer,95,100
2094778,falafel pita très king restaurant assiette service sandwich rosiers bon place food cest emporter rue assiettes plat palace plate plus marais manger hummus tout chawarma frites good bien table la shawarma sans rapide prix non fallafel euro con felafel per peu queue bonne lassiette mixte che qualité jai pitta sauce one houmous personnel paris line fait trop aubergine una cuisine merguez take order israélienne kebab accueil eggplant fois tasty away piatti delicious client copieuses salle copieux rien israeli portion best staff del commande sympa faire get eat légumes meal terrasse takeaway humus goût great donc salad chou long comme pris,561,100
